text,label
thể thay đổi cảm vô vọng.,2
cố gắng thể thay đổi gì.,2
chấp cảm hy vọng.,2
"khứ, cảm nỗi buồn ập đến.",2
"tưởng tương lai, đây, tất ảo tưởng.",2
cảm giác buồn bã chấp thể kiểm soát thứ.,2
cảm sống dồn góc tối.,2
"chấp dàng, tiếp tục sống.",2
học diễn mong muốn.,2
"cãi bè, cảm nỗi buồn thể tả.",2
mâu thuẫn gia đình cảm căng thẳng áp lực.,2
"mãi mãi bạn, thay đổi.",2
cảm giác bất lực thể giải quyết tranh cãi quan hệ.,2
"diễn suôn sẻ, xung đột.",2
cảm đau yêu thương nhau.,2
cãi vã vết thương thể lành.,2
cảm buồn tình dần tan rã.,2
mâu thuẫn gia đình cảm cuộc.,2
thể chấp nữa.,2
cảm giác đơn độc bất đồng quan chịu.,2
hòa giải bắt đầu đâu.,2
xung đột bên.,2
"bạn, thể nhắm mắt thật.",2
căng thẳng gia lo lắng.,2
"trích, ngập tràn nỗi buồn.",2
"cố gắng hòa khí, tiến triển.",2
cảm giác cố gắng vô ích quan hệ rạn nứt.,2
trĩu thể giải quyết xung đột.,2
ước thể thời kỳ mâu thuẫn.,2
"khứ, cảm nỗi buồn ập đến.",2
kỷ niệm đau thương thể tiến lên.,2
ký ức ám ảnh tôi.,2
ảnh cũ mất.,2
"vui vẻ, nỗi trống rỗng.",2
kỷ niệm đẹp trở thành gánh tôi.,2
thể ngừng xảy khứ.,2
cảm giác tiếc nuối tràn ngập hội lỡ.,2
ký ức xưa cảm đơn đám đông.,2
cố gắng quên ký ức về.,2
giấc mơ đẹp vết thương thể chữa lành.,2
thể xóa nhòa kỷ niệm buồn tâm trí mình.,2
"cảm giác khứ kéo lại, tiến trước.",2
kỷ niệm xưa thể cảm hạnh phúc hiện tại.,2
"hát cũ, ngập tràn nỗi buồn.",2
khoảnh khắc đẹp trở thành đau đớn lại.,2
"cố gắng sống hiện tại, ký ức tôi.",2
cảm giác đánh thân ký ức đó.,2
liệu thể bình yên sống ký ức buồn.,2
"kỷ niệm cảm sống khứ, thể thoát ra.",2
cảm giác kiệt sức sức liên tiếp.,2
thể đựng áp lực trên.,2
"đánh giá thấp, đau nhói.",2
deadline gấp gáp cảm bế tắc.,2
ước thể nghỉ ngơi thời gian thân.,2
cảm giác khả năng hoàn thành công sợ.,2
cảm chạy đua thời gian.,2
họp kéo cảm ngợp.,2
thể thoát suy tiêu cực công việc.,2
cảm giác thất vọng mục tiêu đề ra.,2
"cố gắng sức, mong muốn.",2
đêm ngủ công cảm mệt mỏi.,2
động lực công việc.,2
áp lực công thời gian thân.,2
cảm giác sống lồng kín mít.,2
phê bình đồng nghiệp cảm tồi tệ.,2
ước thể công thực yêu thích.,2
cảm giác buồn bã kết nỗ lực mình.,2
cảm kỳ vọng tôi.,2
"mơ ước công nghĩa, chán nản.",2
cảm thất vọng bệnh tình dấu hiệu thuyên giảm.,2
cảm giác đơn nỗi đau đựng.,2
hẹn sĩ cảm lo lắng.,2
thể tham gia hoạt động yêu sức khỏe.,2
cảm giác thể phản bội ngày.,2
nằm viện cảm chán nản buồn bã.,2
ước thể trở sống bình thường.,2
cảm giác hụt hẫng thể thực hiện nhặt sống.,2
"cố gắng tinh thần lạc quan, khăn.",2
đau kéo thể tập trung bất gì.,2
liệu thể hồi phục không.,2
cảm giác sợ hãi chắn tương lai.,2
cảm mệt mỏi thuốc liệu trình trị.,2
chiến kết thúc.,2
ước thể bình yên bão bệnh tật.,2
thay đổi thể cảm lạ lẫm buồn bã.,2
cảm giác thể thích.,2
"sống khỏe mạnh, mệt mỏi.",2
cảm vòng xoáy lối thoát.,2
"gương, thay đổi mong thể.",2
lỡ hội chờ đợi lâu.,2
cảm giác hụt hẫng thể tham gia dự án yêu thích.,2
hội cảm tiếc nuối.,2
thể chấp dũng cảm nắm bắt hội.,2
"khác, cảm đau đớn.",2
cảm lãng phí thời gian quan trọng.,2
hội đi nỗi buồn sâu sắc.,2
"chuẩn tình huống thể xảy ra, tiếc nuối.",2
cảm giác thời gian đi nhớ.,2
ước thể đi.,2
lựa sai lầm đi quý giá.,2
cảm nỗ lực kết mong đợi.,2
cảm giác đơn độc bè tiến dậm chân chỗ.,2
thể ngừng lỡ.,2
"lại, sai lầm đó.",2
cảm sống trôi thể nắm bắt.,2
hội gánh thể gỡ bỏ.,2
cảm giác sống.,2
thuyết trình cảm chuẩn bị.,0
"thuyết trình, cảm lo lắng hào hứng.",0
trình bày tưởng mong quan mình.,0
"cảm hồi hộp đứng lớp, hy vọng tốt.",0
thuyết trình cảm truyền tải thông điệp quan trọng.,0
"câu cảm phấn khích hơn, ý.",0
"thuyết trình cảm áp lực, cảm giác đó.",0
"chủ đề yêu thích, cảm tràn năng lượng.",0
thuyết trình vui cười câu đùa tôi.,0
"slide đi, cảm thoải mái trình bày mình.",0
tập cảm vui đóng góp kiến.,0
"thảo luận, cảm hứng thú tưởng bạn.",0
cảm hợp tác hiệu quả.,0
cảm hào hứng chia sẻ nhiệm vụ.,0
"bài, học bè.",0
cảm thoải mái môi trường thân thiện.,0
"hoàn thành tập, cảm hài kết quả.",0
tập cảm đội.,0
gắn kết thành viên cảm thoải mái hơn.,0
vui phản hồi tích cực nhóm.,0
mua sắm cảm phấn khích món đồ mới.,0
"thử đồ, cảm hào hứng mẫu đẹp.",0
cảm thú lựa mình.,0
mua quần áo cảm vui món đồ ưng ý.,0
"tiền, cảm thoải mái đúng.",0
cảm hài quyết định mua sắm mình.,0
"đi mua sắm bè, cảm vui vẻ thoải mái.",0
"mua sắm, niềm vui lựa.",0
cảm hồi hộp hộp đồ mua.,0
"kiếm món quà thân, cảm phấn khích họ.",0
cơm gia đình cảm ấm áp.,0
"bữa cơm hôm ngon, cảm thỏa mãn.",0
cảm vui chia sẻ bữa ăn.,0
cơm cảm hạnh phúc cười.,0
"ăn, cảm thân mật gũi gia đình.",0
món kỷ niệm đẹp.,0
cảm yên bình bàn thân.,0
"bữa tối hôm tuyệt, cảm nhà.",0
cơm cảm ơn bữa ngon.,0
"thưởng thức món yêu thích, cảm sống khoảnh khắc tuyệt vời.",0
"hôm trời bình thường, cảm nhẹ nhàng thư giãn.",0
"ngoài, cảm thời tiết chịu.",0
đi dạo trời mát cảm thoải mái.,0
"thời tiết hôm nóng lạnh, lý tưởng.",0
cảm khí lành chịu.,0
"hôm đặc biệt, cảm ổn.",0
ngắm bầu trời cảm bình yên.,0
"hôm bình yên, cảm thoải mái sống.",0
thời tiết bình tâm trạng lạc quan hơn.,0
cảm hài trôi bình hôm nay.,0
văn phòng cảm áp lực hoàn thành nhiệm vụ.,0
"màn hình máy tính, cảm căng thẳng quyết tâm.",0
tập trung công cảm hào hứng dự án mới.,0
"cảm mệt mỏi lâu, cảm hào làm.",0
"phản hồi sếp, cảm lo lắng mong cải thiện.",0
"đồng nghiệp, cảm hợp tác tuyệt vời.",0
"việc, cảm thú giải pháp vấn đề khăn.",0
hoàn thành báo cáo cảm vui mừng hạn chót.,0
"khăn, cảm áp lực trưởng thành hơn.",0
cảm động lực kết nỗ lực.,0
bóng rổ bè cảm vui vẻ ghi điểm.,0
"chạy bộ, cảm tràn sức sống.",0
tham gia trận đấu cảm hồi hộp phấn khích.,0
cảm hào hứng tham gia giải đấu thể thao.,0
thể thao cảm gắn kết bè.,0
tập luyện cảm mệt cố gắng nữa.,0
cảm vui thể hiện khả năng sân.,0
"ghi bàn, cảm chạm đỉnh phấn khích.",0
tham gia lớp học thể dục cảm năng động.,0
"thể thao, cảm áp lực tan biến.",0
"phim hài, cảm buồn cười thư giãn.",0
"phim hành động, cảm hồi hộp thể rời mắt màn hình.",0
thưởng thức phim tâm lý cảm suy tư sống.,0
"phim kết thúc, cảm bất ngờ kết ngờ.",0
phim bè cảm khí vui vẻ.,0
phim tài liệu cảm tầm mắt hơn.,0
cảm thoải mái ghế sofa thưởng thức phim yêu thích.,0
"phim, cảm sống câu chuyện.",0
phim cổ điển cảm hoài niệm khứ.,0
cảm thú khám phá câu màn ảnh.,0
đi dạo công viên cảm bình yên thiên nhiên.,0
"đi dạo, cảm thư giãn khí lành.",0
đi ven biển cảm thú âm sóng vỗ.,0
đi cảm thoát lo âu hàng ngày.,0
đi dạo thú cưng cảm vui vẻ chạy nhảy.,0
"ngắm cảnh vật xung quanh, cảm tràn cảm hứng.",0
đi dạo chiều cảm thoải mái ánh nắng nhẹ.,0
đi dạo bè cảm thoải mái vui vẻ.,0
cảm thú khám phá đường khu vực.,0
"dừng ngắm cảnh, cảm ơn khoảnh khắc bình yên.",0
hát yêu cảm bay bổng.,0
"nhạc cổ điển, cảm thư giãn chịu.",0
nhạc sống cảm phấn khích giai điệu sôi động.,0
cảm tràn cảm xúc ca khúc kỷ niệm.,0
"cửa sổ nhạc, cảm trở tĩnh lặng.",0
nhạc cảm tập trung hơn.,0
"nhạc, cảm tiếp năng lượng.",0
cảm thú khám phá thể nhạc mới.,0
"nhạc, cảm sống phim.",0
nhạc giao hưởng cảm hòa nghệ thuật.,0
tham gia hòa nhạc cảm phấn khích khí sôi động.,0
"hội thảo, cảm háo hức thông mẻ.",0
cảm vui vẻ gỡ sở kiện.,0
tham gia thi cảm hồi hộp hào hứng.,0
"trình diễn nghệ thuật, cảm hút gian tạo.",0
tham gia lễ hội cảm tràn niềm vui.,0
"tham dự kiện thể thao, cảm nhiệt huyết cổ vũ đội mình.",0
cảm hào kiện lớn.,0
"giải thưởng kiện, cảm hạnh phúc.",0
tham gia tiệc cảm sống khoảnh khắc tuyệt vời.,0
thư giãn spa cảm thể nhẹ nhõm bao hết.,0
"đọc sách hay, cảm thoải mái thư giãn.",0
thiền cảm tâm hồn tịnh.,0
cảm hào chăm sóc thân sức khỏe hàng đầu.,0
"tập yoga, cảm thể dẻo dai năng động hơn.",0
thưởng thức tách trà nóng cảm bình yên.,0
"viết nhật ký, cảm khám phá sâu thân.",0
cảm vui vẻ món healthy mình.,0
đi thiên nhiên cảm kết nối môi trường xung quanh.,0
"tham gia workshop phát triển thân, cảm truyền cảm hứng.",0
gỡ bè cảm vui vẻ trò chuyện.,0
"tham gia bữa tiệc, cảm hào hứng khí náo nhiệt.",0
cảm thân mật chia sẻ kỷ niệm vui vẻ nhau.,0
cười cảm thoải mái vui vẻ.,0
"trò chuyện, cảm lắng thấu hiểu.",0
tham gia họp mặt cảm vui cũ.,0
"trò chơi, cảm thoải mái hài hước.",0
cảm ơn cạnh.,0
gỡ bè cảm lao hơn.,0
"chia sẻ ước mơ hoài bão, cảm kết nối người.",0
đi du lịch cảm hào hứng khám phá địa mới.,0
"chân thành phố lạ, cảm hồi hộp khám phá ngay.",0
cảm thư giãn tận hưởng cảnh đẹp thiên nhiên chuyến đi.,0
"tham quan, cảm vui vẻ chụp hình lưu niệm bè.",0
thưởng thức món đặc sản cảm thú hương vị mới.,0
"tham gia tour du lịch, cảm an tâm hướng viên.",0
cảm ơn hội trải nghiệm mẻ.,0
đi khám phá thành phố cảm hứng khởi thú vị.,0
"gỡ dân địa phương, cảm thú câu chia sẻ.",0
du lịch cảm sống giấc mơ.,0
cảm giác trống rỗng mục tiêu đuổi.,0
nỗi chán nản diễn cũ.,0
bình thản đặc biệt xảy ra.,0
cảm giác hào hứng bất kỳ hoạt động nào.,0
thờ thành công.,0
cảm giác lạc lõng đám đông.,0
nỗi buồn nhẹ cảnh vật xung quanh thay đổi.,0
cảm giác lạnh lẽo cạnh.,0
thụ động tham gia bất kỳ trò nào.,0
cảm giác thời gian trôi nghĩa gì.,0
quan tâm diễn xung quanh.,0
cảm giác thở đối mặt công hàng ngày.,0
nỗi đơn điệu lặp thói quen cũ.,0
thờ phim hứng thú.,0
cảm giác vô vọng tiến bộ.,0
nỗi thất vọng kế hoạch thực hiện.,0
mệt mỏi giả vờ vui vẻ.,0
cảm giác hờ hững động lực gì.,0
nỗi chán nản xung quanh im lặng.,0
cảm giác chắn gì.,0
yên tĩnh trống rỗng.,0
cảm giác guồng sống cảm xúc.,0
nỗi tẻ nhạt mẻ xảy ra.,0
lãnh đạm câu thú vị.,0
cảm giác mong chờ.,0
nỗi lo âu lo lắng.,0
uể oải đối mặt bình thường.,0
cảm giác bấp bênh đời.,0
nỗi đơn sống đông người.,0
vô cảm kết nối khác.,0
cảm giác ngại ngùng tham gia hoạt động xã hội.,0
nỗi bực bội động lực việc.,0
buồn tẻ kế hoạch hôm nay.,0
cảm giác tồn sống.,0
nỗi lạnh lẽo tâm sự.,0
hài diễn bình thường.,0
cảm giác hụt hẫng lao.,0
nỗi tiếc nuối thử sức mới.,0
bình lặng cảm lạc lõng.,0
cảm giác cảm xúc đặc biệt tức.,0
nỗi chán chường sống biến động.,0
mờ nhạt cảm xúc cũ.,0
cảm giác phản ứng tình huống bình thường.,0
nỗi lo sợ hành động.,0
tẻ nhạt thú vị nói.,0
cảm giác bận tâm kế hoạch tương lai.,0
nỗi buồn nhẹ cảnh vật thay đổi.,0
bình thản vui.,0
cảm giác trôi dấu ấn.,0
nỗi chán nản khuôn mặt quen thuộc.,0
thờ trò chuyện.,0
cảm giác bình xảy ra.,0
nỗi đơn điệu mình.,0
mờ nhạt cảm xúc tham gia tiệc.,0
cảm giác mình.,0
nỗi thất vọng quan tâm cảm xúc mình.,0
im lặng gian tiếng nói.,0
cảm giác vô vọng động lực.,0
nỗi lạnh lẽo cảm lạ.,0
tĩnh lặng chia sẻ.,0
cảm giác bình kiện đặc biệt.,0
nỗi lo âu nhẹ đối mặt quen thuộc.,0
nguội lạnh tình xưa.,0
cảm giác mờ nhạt cảm hào hứng sống.,0
nỗi thất vọng lao.,0
buồn tẻ diễn đặn.,0
cảm giác lắng nghe.,0
nỗi chán chường niềm vui sống.,0
lặng lẽ tâm hồn đơn.,0
cảm giác mờ mịt chờ đợi.,0
nỗi lo lắng lo lắng.,0
buồn bã nhẹ quan tâm.,0
cảm giác nghĩa.,0
nỗi thất vọng thể kết nối khác.,0
tẻ nhạt bất kỳ kế hoạch nào.,0
cảm giác mờ nhạt cảm đặc biệt.,0
nỗi buồn nhẹ xung quanh vui vẻ.,0
chậm chạp thời gian thú vị.,0
cảm giác kiếm gì.,0
nỗi lo lắng cạnh.,0
thờ câu mẻ.,0
cảm giác niềm tương lai.,0
nỗi chán nản sống quanh thay đổi.,0
lạnh lùng tình huống cảm xúc.,0
cảm giác vô nghĩa.,0
nỗi buồn nhẹ chối mời.,0
thụ động cảm xúc.,0
cảm giác mình.,0
nỗi chán chường chia sẻ nỗi lòng.,0
mờ nhạt sống thay đổi.,0
cảm giác đi đâu.,0
nỗi thất vọng thời gian dài.,0
vô cảm vui vẻ.,0
cảm giác bình thản xung quanh cảm xúc.,0
nỗi đơn chuyện.,0
cảm giác diễn im lặng.,0
nỗi buồn nhẹ đối mặt thực tại.,0
nhạt nhẽo đặc biệt.,0
cảm giác phấn khởi.,0
cảm giác sống phim kịch bản.,0
nỗi hoang sống.,0
lạnh lùng đối mặt thay đổi nhỏ.,0
cảm giác đứng sống mình.,0
nỗi chán nản tưởng chừng thú vị trở nhàm chán.,0
yên tĩnh cảm bồn chồn.,0
cảm giác thời gian trôi đi dấu ấn.,0
nỗi mệt mỏi giả vờ ổn.,0
thờ tức nghĩa.,0
cảm giác hứng thú sở cũ.,0
nỗi đơn điệu trò chuyện.,0
vắng cảm xúc tham gia họp.,0
cảm giác sống giới họ.,0
nỗi thất vọng tiến bộ.,0
im lặng gian kết nối.,0
cảm giác dần trở vô hình mắt khác.,0
nỗi chán nản sống chuỗi trôi qua.,0
nguội lạnh quan hệ gắn bó.,0
cảm giác xung quanh sức sống.,0
nỗi buồn nhẹ kỷ niệm nữa.,0
mờ nhạt cảm xúc tham gia hoạt động thú vị.,0
cảm giác tồn thực sống.,0
nỗi lo âu nhẹ lo lắng.,0
động lực đối mặt công hàng ngày.,0
cảm giác vô hồn thích.,0
nỗi chán chường xung quanh thay đổi.,0
lạnh lùng tâm sự.,0
cảm giác chờ đợi ràng.,0
nỗi hụt hẫng thời gian dài.,0
tẻ nhạt chia sẻ.,0
cảm giác bình đặc biệt xảy ra.,0
nỗi đơn gian đông người.,0
thờ lắng nghe.,0
cảm giác diễn chậm.,0
nỗi chán nản đối mặt trách nhiệm cũ.,0
mờ nhạt cảm xúc cảnh vật quen thuộc.,0
cảm giác mình.,0
nỗi thất vọng mẻ khám phá.,0
trống rỗng trông đợi.,0
cảm giác bấp bênh tương lai sao.,0
thụ động chờ đợi đẹp hơn.,0
cảm giác tình trạng ổn định.,0
nỗi chán chường động viên.,0
nguội lạnh xung quanh vui.,0
cảm giác phản ứng tình huống bình thường.,0
nỗi buồn nhẹ sinh nhật mình.,0
thờ ảnh hưởng mình.,0
cảm giác kết nối giới xung quanh.,0
nỗi thất vọng mẻ sống hàng ngày.,0
tẻ nhạt mình.,0
cảm giác bình diễn nhàm chán.,0
nỗi đơn điệu xảy ra.,0
lãnh đạm đối mặt tức vui.,0
cảm giác mình.,0
nỗi mệt mỏi đựng vô cảm khác.,0
thụ động động lực hành động.,0
cảm giác vô nghĩa tẻ nhạt.,0
nỗi buồn nhẹ chia sẻ niềm vui.,0
mờ nhạt cảm xúc quen thuộc.,0
cảm giác sống an toàn chán ngắt.,0
nỗi lo lắng chờ đợi.,0
lạnh lẽo tâm hồn cảm xúc.,0
nỗi thất vọng chấp thực vui vẻ.,0
nỗi buồn nhẹ hạnh phúc.,0
thờ động lực phấn đấu.,0
cảm giác sống giới vô hình.,0
nỗi chán nản tâm sự.,0
lạnh lùng quen thuộc.,0
cảm giác dựa vào.,0
nỗi buồn nhẹ mục tiêu đề ra.,0
mờ nhạt cảm xúc lạ.,0
cảm giác chờ đợi ràng.,0
nỗi thất vọng chia sẻ thành công.,0
nguội lạnh đối mặt thay đổi sống.,0
nỗi đơn xã hội người.,0
thờ niềm vui sống.,0
nỗi lo âu trò chuyện.,0
trống rỗng chia sẻ.,0
cảm giác đứng sống mình.,0
nỗi buồn nhẹ mình.,0
động lực hướng tới.,0
cảm giác trông đợi.,0
nỗi chán nản vui vẻ.,0
nỗi thất vọng sống.,0
mờ nhạt cảm xúc đối mặt thực tế.,0
nỗi đơn cạnh.,0
thụ động động lực việc.,0
cảm giác hứng thú sống.,0
nỗi buồn nhẹ quan tâm nhau.,0
vắng cảm xúc làm.,0
cảm giác tồn thực sống.,0
bắt đầu thức dậy vệ sinh cá nhân.,0
bữa đơn giản tách cà phê lát bánh mì.,0
đi xe buýt điểm.,0
văn phòng gian quen thuộc.,0
gỡ đồng nghiệp thảo luận công việc.,0
email câu hàng.,0
đọc báo cáo cập nhật tiến độ công việc.,0
trưa căng món đơn giản.,0
tiếp tục công tan ca.,0
rời văn phòng trở nhà.,0
nấu bữa tối nguyên liệu sẵn tủ lạnh.,0
chương trình truyền hình yêu bữa ăn.,0
dọn dẹp cửa xếp đồ đạc.,0
đi dạo xung quanh khu phố tối.,0
đọc sách thời gian rảnh rỗi.,0
nhạc nhà.,0
kiểm tra nhắn bè.,0
kế hoạch công tuần tới.,0
vườn chăm sóc cối.,0
tham gia họp trực tuyến.,0
chạy trì sức khỏe.,0
ghi chép nhật ký xảy ngày.,0
cắt tóc salon quen thuộc.,0
mua sắm siêu thị món thiết.,0
thảo luận vấn đề gia đình thân.,0
podcast việc.,0
tham gia khóa học trực tuyến.,0
xếp lịch hẹn sĩ định kỳ.,0
trò board game bè.,0
hẹn hò cũ ôn kỷ niệm.,0
thủ công mỹ nghệ giải trí.,0
đi phim rạp gia đình.,0
tham gia hoạt động tình nguyện tuần.,0
mời bè tối.,0
lập danh sách công tuần.,0
đi dạo công viên tuần.,0
thưởng thức ly trà sữa quán quen.,0
tham gia lớp học yoga thư giãn.,0
viết thư bè xa.,0
lập kế hoạch chuyến đi ngắn.,0
gửi thiệp chúc mừng bè dịp đặc biệt.,0
tham gia đọc sách trao đổi kiến.,0
chụp ảnh phong cảnh đi chơi.,0
nấu gia đình dịp lễ.,0
thăm hàng dịp lễ tết.,0
bánh tặng hàng xóm.,0
livestream kiện thể thao.,0
thể thao bè tuần.,0
tham gia khóa học nấu học thêm.,0
học ngôn ngữ ứng dụng.,0
chia sẻ ảnh đẹp mạng xã hội.,0
dự án diy nhà.,0
chương trình thực tế tv.,0
tham gia câu lạc sở thích.,0
tổ chức bữa tiệc nhà.,0
học đồ uống mới.,0
đi dạo quanh khu phố thư giãn.,0
tham gia kiện cộng đồng.,0
lập danh sách sách đọc nay.,0
lĩnh vực internet.,0
viết blog sống hàng ngày.,0
tổ chức hoạt động trẻ nhà.,0
ngắm bầu trời chiều.,0
kế hoạch kỳ nghỉ năm.,0
tham gia hội thảo kỹ năng sống.,0
đi triển lãm nghệ thuật địa phương.,0
học nhạc cụ giải trí.,0
mua sắm quần áo mùa đông.,0
chăm sóc thú cưng đi dạo.,0
dinh dưỡng sức khỏe.,0
tập thể dục nhà.,0
tham gia trò trực tuyến.,0
tổ chức picnic công viên.,0
học trồng nhà.,0
chia sẻ mẹo vặt sống mạng xã hội.,0
tham gia hoạt động trời.,0
tổ chức họp mặt gia đình.,0
tham gia lớp học thể thao.,0
chia sẻ công thức nấu bè.,0
viết thơ câu ngắn.,0
kế hoạch đi tháng.,0
học sửa chữa đồ vật nhà.,0
chia sẻ thú vị sống hàng ngày.,0
ảnh cũ khứ.,0
tham gia chương trình truyền hình thực tế.,0
viết tuần.,0
thực hiện khảo sát bè.,0
nhạc nấu ăn.,0
học đồ thủ công mỹ nghệ.,0
văn hóa sách tài liệu.,0
tham gia hoạt động văn nghệ địa phương.,0
tổ chức thi bè.,0
chia sẻ kinh nghiệm sống viết.,0
học vườn bữa tươi ngon.,0
danh sách phim xem.,0
phong tục tập quán nhau.,0
tham gia thảo luận trực tuyến.,0
tổ chức cà phê bè.,0
sản phẩm chăm sóc sức khỏe.,0
thực hiện chuyến đi ngắn khám phá mới.,0
báo thức thức dậy sáng.,0
chuẩn bữa trứng rau.,0
đọc tức ứng dụng điện thoại.,0
kiểm tra lịch tuần.,0
nhạc di việc.,0
tham gia họp hàng tuần.,0
thực hiện báo cáo định kỳ công việc.,0
danh sách hẹn tuần.,0
gọi điện hàng cập nhật thông tin.,0
hoàn thành dự án.,0
gói hàng dịch vụ giao hàng.,0
thực hiện gọi điện thoại đối tác.,0
tập việc.,0
tổ chức tài liệu chuyên mục.,0
chạy công viên sáng.,0
chia sẻ thông công email.,0
nấu món truyền thống gia đình.,0
xếp ngăn tủ quần áo.,0
dọn dẹp cửa bận rộn.,0
đi ngủ chuẩn hôm sau.,0
kiếm công thức internet.,0
tham gia hội trực tuyến.,0
kế hoạch kỳ nghỉ hè tới.,0
tham gia hoạt động thể thao công ty.,0
kiểm tra trực tuyến nâng kỹ năng.,0
sách sách mới.,0
video hướng nấu youtube.,0
chăm sóc da thực hiện quy trình đẹp.,0
danh sách phim tháng.,0
tài khoản ứng dụng.,0
thiền thư giãn tinh thần.,0
trì thói quen đọc sách ngày.,0
thực hiện tập yoga nhà.,0
chương trình thể thao tối.,0
kế hoạch bữa tiệc sinh nhật.,0
ghi chép sổ tay.,0
mua sắm đồ văn phòng phẩm.,0
chăm sóc cảnh nhà.,0
lập danh sách tuần.,0
thực hiện chụp hình bè.,0
đi tham quan bảo tàng địa phương.,0
duyệt web kiếm thông mới.,0
quen mềm mới.,0
kế hoạch bữa tối gia đình.,0
chia sẻ khoảnh khắc mạng xã hội.,0
tham gia thảo luận địa phương.,0
học bánh lớp học nấu ăn.,0
trà nhau.,0
tổ chức tiệc nướng trời.,0
đi hòa nhạc ban nhạc địa phương.,0
tham gia hội thảo phát triển thân.,0
kiểm tra sức khỏe định kỳ bệnh viện.,0
mời bè dịp tuần.,0
ứng dụng di động hữu ích.,0
thực hiện dự án nghệ thuật nhà.,0
kế hoạch chuyến đi dã ngoại.,0
ghi suy nhật ký.,0
học may vá món đồ đơn giản.,0
thực hiện tập thể dục chiều.,0
video kỹ thuật nấu mới.,0
lập kế hoạch chụp hình.,0
trì thói quen uống lành mạnh.,0
tham gia hoạt động ngoại khóa trường.,0
tổ chức cà phê trực tuyến bè.,0
kiếm món thử nghiệm.,0
phim tài liệu thiên nhiên.,0
lịch sử văn hóa đất sống.,0
danh sách món đồ mua gia đình.,0
tham gia trò tương tác bè.,0
chia sẻ tưởng tảng mạng xã hội.,0
học chăm sóc thú cưng cách.,0
tổ chức tiệc trà bè.,0
xét viết phát triển kỹ năng.,0
thực hiện khảo sát cộng đồng.,0
kiếm hoạt động thú vị khu vực.,0
video ngắn chia sẻ kinh nghiệm.,0
tham gia họp mặt sở thích.,0
đọc viết blog du lịch.,0
tổ chức thi nấu thành viên gia đình.,0
kiểm tra chương trình khuyến mãi siêu thị.,0
chia sẻ ảnh du lịch mạng xã hội.,0
kế hoạch đi trẻ em.,0
món truyền thống quốc gia khác.,0
tổ chức chiếu phim nhà.,0
tham gia lớp học vẽ thư giãn.,0
thực hiện tập thiền cải thiện tâm trạng.,0
đọc sách phát triển thân kỹ năng sống.,0
môn thể thao mới.,0
lập kế hoạch đi tuần.,0
chia sẻ kinh nghiệm mẹo vặt mạng xã hội.,0
đi thư giãn rèn luyện sức khỏe.,0
tham gia hoạt động thiện địa phương.,0
món đồ handmade trang trí cửa.,0
thực hiện dã ngoại gia đình.,0
giảng trực tuyến chủ đề yêu thích.,0
tham gia hội mạng xã hội kết bạn.,0
blog cá nhân chia sẻ sở thích.,0
kế hoạch hoạt động lễ.,0
kiểm tra thông thời tiết ngoài.,0
giải pháp tiết kiệm năng nhà.,0
cảm trống rỗng gương cạnh.,2
hát cũ kỷ niệm qua.,2
ảnh cũ đi.,2
cũ hội trò chuyện.,2
cảm giác đơn cười vui vẻ xung quanh.,2
hè vui vẻ ký ức.,2
cặp đôi hạnh phúc liệu bao vậy.,2
đọc sách buồn cảm mắt rơi xuống.,2
cảm áp lực hoàn thành mục tiêu đề ra.,2
buồn thân cảm đau lòng.,2
cảm giác thua kém sánh thân khác.,2
thư gửi nói.,2
cảm ngột ngạt mưa dứt.,2
cảm giác lạc lõng đám đông.,2
giấc mơ ấp ủ bao thực hiện được.,2
hình ảnh yêu cũ tiệc cảm chạnh lòng.,2
cảm động lực bất gì.,2
phòng lắng tiếng mưa rơi.,2
cửa sổ cảm giới tách biệt.,2
đọc thơ buồn cảm nỗi đơn len lỏi.,2
cảm lo âu tương lai gì.,2
lý đó.,2
cảm giác chấp hòa nhập khác.,2
đứa trẻ đùa liệu không.,2
hoa tàn mùa xuân qua.,2
cảm giác mệt mỏi sức lực tiếp tục.,2
quan tâm liên lạc.,2
tiếng cười cảm đơn bao hết.,2
cảm giác sống phim buồn.,2
thiệp mừng sinh nhật qua.,2
cảm thất vọng mong muốn.,2
trò đi thể thay thế.,2
cảm giác chênh vênh đứng ngã rẽ đời.,2
mảnh ghép ký ức khớp nhau.,2
cảm lạ mình.,2
bàn trống rỗng cảm tẻ nhạt.,2
tiếng chuông gió cảm buồn bã.,2
tranh cũ mất.,2
cảm nề gánh vác trách nhiệm mình.,2
xe hơi dòng đi di chuyển.,2
thất bại cảm chán nản.,2
cảm giác cả.,2
câu vui thể tham gia.,2
hội ngộ liệu thể tham gia không.,2
cảm chia sẻ nỗi buồn mình.,2
"cửa sổ bầu trời xám xịt, tâm trạng mình.",2
cảm lạc lối lựa ràng.,2
gọi thực hiện trĩu.,2
cảm giác xung quanh diễn mình.,2
tiếng thở cảm nỗi buồn ập đến.,2
món quà cũ tặng.,2
cảm mát cạnh.,2
đi kỷ niệm.,2
video vui vẻ cảm đơn độc.,2
cảm chán nản động lực công việc.,2
món cùng.,2
cảm giác thể nỗi bất kỳ ai.,2
trụi lá cảm lạnh lẽo.,2
tiếng nhạc vui vẻ buồn bã.,2
bầu trời xanh cảm  ám.,2
